
============GCS to UAV: Control Commands===========
 TELEMETRY Recvd: @@@U_002***105***1626069902.6***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3627306,lon=149.1652228,alt=29.98#location.global_frame|LocationGlobal:lat=-35.3627306,lon=149.1652228,alt=614.0#last_heartbeat|0.9013659#battery|Battery:voltage=12.242,current=25.92,level=86#velocity|[3.12, -0.03, 0.01]#attitude|Attitude:pitch=-0.194802045822,yaw=-0.00183919735719,roll=0.0125523451716#airspeed|3.15999984741#groundspeed|3.15999984741heading|359#*** 

 TELEMETRY Recvd: @@@U_002***DISTANCE***59.1329183997***-0.812632349214*** 

>>>>>> X-Value:  59.1329183997  ;  Y-Value:  -0.812632349214 <<<<<<

X 	 59.132919 	 Y 	 -0.812632

 TELEMETRY Recvd: @@@U_000***105***1626069903.28***SENSOR|*** 

 TELEMETRY Recvd: @@@U_000***106***1626069903.45***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3627105,lon=149.1652228,alt=29.98#location.global_frame|LocationGlobal:lat=-35.3627105,lon=149.1652228,alt=614.0#last_heartbeat|0.7589409#battery|Battery:voltage=12.242,current=26.17,level=86#velocity|[3.12, -0.03, 0.01]#attitude|Attitude:pitch=-0.204302847385,yaw=-0.00260963034816,roll=0.0112258801237#airspeed|3.13999986649#groundspeed|3.13999986649heading|359#*** 

 TELEMETRY Recvd: @@@U_000***DISTANCE***61.3815722999***-0.823764298553*** 

>>>>>> X-Value:  61.3815722999  ;  Y-Value:  -0.823764298553 <<<<<<

X 	 61.381573 	 Y 	 -0.823764

 TELEMETRY Recvd: @@@U_001***106***1626069903.51***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3627075,lon=149.1652227,alt=29.98#location.global_frame|LocationGlobal:lat=-35.3627075,lon=149.1652227,alt=614.0#last_heartbeat|0.7528906#battery|Battery:voltage=12.242,current=26.0,level=86#velocity|[3.15, -0.02, 0.01]#attitude|Attitude:pitch=-0.210751324892,yaw=-0.00286022387445,roll=0.0115727912635#airspeed|3.14999985695#groundspeed|3.14999985695heading|359#*** 

 TELEMETRY Recvd: @@@U_001***DISTANCE***61.7043988497***-0.801500403039*** 

>>>>>> X-Value:  61.7043988497  ;  Y-Value:  -0.801500403039 <<<<<<

X 	 61.704399 	 Y 	 -0.801500

 TELEMETRY Recvd: @@@U_002***106***1626069903.65***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3627035,lon=149.1652228,alt=29.98#location.global_frame|LocationGlobal:lat=-35.3627035,lon=149.1652228,alt=614.0#last_heartbeat|0.9524842#battery|Battery:voltage=12.242,current=25.92,level=86#velocity|[3.1, -0.02, 0.01]#attitude|Attitude:pitch=-0.196907177567,yaw=-0.00370636512525,roll=0.0117475716397#airspeed|3.13999986649#groundspeed|3.13999986649heading|359#*** 

 TELEMETRY Recvd: @@@U_002***DISTANCE***62.1496768494***-0.812632349214*** 

>>>>>> X-Value:  62.1496768494  ;  Y-Value:  -0.812632349214 <<<<<<

X 	 62.149677 	 Y 	 -0.812632

 TELEMETRY Recvd: @@@U_000***107***1626069904.45***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3626765,lon=149.1652229,alt=29.98#location.global_frame|LocationGlobal:lat=-35.3626765,lon=149.1652229,alt=614.0#last_heartbeat|0.7562816#battery|Battery:voltage=12.242,current=26.0,level=85#velocity|[3.16, -0.02, 0.01]#attitude|Attitude:pitch=-0.210895478725,yaw=-0.00385890714824,roll=0.0114100733772#airspeed|3.14999985695#groundspeed|3.14999985695heading|359#*** 

 TELEMETRY Recvd: @@@U_000***DISTANCE***65.1664352998***-0.812632349214*** 

>>>>>> X-Value:  65.1664352998  ;  Y-Value:  -0.812632349214 <<<<<<

X 	 65.166435 	 Y 	 -0.812632

 TELEMETRY Recvd: @@@U_001***107***1626069904.51***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.362673,lon=149.1652229,alt=29.98#location.global_frame|LocationGlobal:lat=-35.362673,lon=149.1652229,alt=614.0#last_heartbeat|0.8014421#battery|Battery:voltage=12.242,current=26.0,level=85#velocity|[3.18, -0.02, 0.01]#attitude|Attitude:pitch=-0.209376603365,yaw=-0.00384265417233,roll=0.0117913261056#airspeed|3.1899998188#grounds
============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***107***1626069904.51***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.362673,lon=149.1652229,alt=29.98#location.global_frame|LocationGlobal:lat=-35.362673,lon=149.1652229,alt=614.0#last_heartbeat|0.8014421#battery|Battery:voltage=12.242,current=26.0,level=85#velocity|[3.18, -0.02, 0.01]#attitude|Attitude:pitch=-0.209376603365,yaw=-0.00384265417233,roll=0.0117913261056#airspeed|3.1899998188#groundspeed|3.1899998188heading|359#***     103511***    103529*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***DISTANCE***65.5449215995***-0.779236501197***     103511***    103530*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***107***1626069904.65***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3626763,lon=149.1652229,alt=29.98#location.global_frame|LocationGlobal:lat=-35.3626763,lon=149.1652229,alt=614.0#last_heartbeat|0.9591312#battery|Battery:voltage=12.242,current=26.0,level=85#velocity|[3.15, -0.02, 0.01]#attitude|Attitude:pitch=-0.211000218987,yaw=-0.00384877226315,roll=0.0115483142436#airspeed|3.14999985695#groundspeed|3.14999985695heading|359#***     103627***    103646*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***DISTANCE***65.17756725***-0.801500399875***     103627***    103647*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***523***1626069904.831889***COMMAND:HEARTBEAT_MESSAGE***     103783***    103786*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***524***1626069904.83214***COMMAND:HEARTBEAT_MESSAGE***     103783***    103787*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***525***1626069904.832274***COMMAND:HEARTBEAT_MESSAGE***     103783***    103788*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***526***1626069905.021058***COMMAND:GO_FORWARD***     103946***    103949*** 

>>>>>> Average Network Delay for command packets: 5.000000 MilliSec.

LteSignalStrength= 0.001208 dBm*** LteSINR= 2545729748846.430176 dBm 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***527***1626069905.02149***COMMAND:GO_FORWARD***     103946***    103950*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***528***1626069905.021832***COMMAND:GO_FORWARD***     103946***    103951*** 

WifiSignalStrength= -75.322954 dBm*** WifiNoise= -93.965985 dBm 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***108***1626069905.28***SENSOR|***     104181***    104200*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***529***1626069905.332992***COMMAND:HEARTBEAT_MESSAGE***     104227***    104230*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***531***1626069905.333438***COMMAND:HEARTBEAT_MESSAGE***     104227***    104231*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***530***1626069905.333258***COMMAND:HEARTBEAT_MESSAGE***     104227***    104233*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***108***1626069905.5***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3626491,lon=149.1652231,alt=29.99#location.global_frame|LocationGlobal:lat=-35.3626491,lon=149.1652231,alt=614.01#last_heartbeat|0.7810196#battery|Battery:voltage=12.242,current=25.84,level=85#velocity|[3.09, -0.02, 0.01]#attitude|Attitude:pitch=-0.192990854383,yaw=-0.00134320289362,roll=0.00963491480798#airspeed|3.15999984741#groundspeed|3.15999984741heading|359#***     104372***    104391*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***DISTANCE***68.2165895999***-0.790368450536***     104372***    104392*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***109***1626069905.56***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3626455,lon=149.165223,alt=29.99#location.global_frame|LocationGlobal:lat=-35.3626455,lon=149.165223,alt=614.01#last_heartbeat|0.8428419#battery|Battery:voltage=12.242,current=25.84,level=85#velocity|[3.09, -0.01, 0.01]#attitude|Attitude:pitch=-0.192813023925,yaw=-0.00130536127836,roll=0.00993300415576#airspeed|3.15999984741#groundspeed|3.15999984741heading|359#***     104418***    104430*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***DISTANCE***68.6062078497***-0.768104551857***     104418***    104431*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***108***1626069905.7***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.362642,lon=149.1652231,alt=29.99#location.global_frame|LocationGlobal:lat=-35.362642,lon=149.1652231,alt=614.01#last_heartbeat|0.00014259999989#battery|Battery:voltage=12.242,current=26.0,level=85#velocity|[3.12, -0.02, 0.01]#attitude|Attitude:pitch=-0.206949010491,yaw=0.000767220277339,roll=0.00884076673537#airspeed|3.14999985695#groundspeed|3.14999985695heading|0#***     104530***    104552*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***DISTANCE***68.9958260995***-0.779236501197***     104530***    104552*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***532***1626069905.834125***COMMAND:HEARTBEAT_MESSAGE***     104640***    104643*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***533***1626069905.834428***COMMAND:HEARTBEAT_MESSAGE***     104640***    104644*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***534***1626069905.834559***COMMAND:HEARTBEAT_MESSAGE***     104640***    104645*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***535***1626069906.335292***COMMAND:HEARTBEAT_MESSAGE***     105109***    105112*** 

>>>>>> Average Network Delay for command packets: 5.111111 MilliSec.

LteSignalStrength= 0.002004 dBm*** LteSINR= 4224740427202.551758 dBm 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***536***1626069906.335597***COMMAND:HEARTBEAT_MESSAGE***     105109***    105113*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***537***1626069906.33577***COMMAND:HEARTBEAT_MESSAGE***     105109***    105114*** 

WifiSignalStrength= -75.322954 dBm*** WifiNoise= -93.965985 dBm 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***538***1626069906.500472***COMMAND:GO_FORWARD***     105255***    105258*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***539***1626069906.500816***COMMAND:GO_FORWARD***     105255***    105259*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***540***1626069906.50104***COMMAND:GO_FORWARD***     105255***    105260*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***109***1626069906.54***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3626222,lon=149.1652231,alt=29.99#location.global_frame|LocationGlobal:lat=-35.3626222,lon=149.1652231,alt=614.01#last_heartbeat|0.8465505#battery|Battery:voltage=12.242,current=26.08,level=85#velocity|[3.07, -0.04, 0.01]#attitude|Attitude:pitch=-0.178462132812,yaw=0.000822395144496,roll=0.00672133313492#airspeed|3.11999988556#groundspeed|3.11999988556heading|0#***     105277***    105289*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***DISTANCE***71.2110841501***-0.790368450536***     105277***    105290*** 

peed|3.1899998188heading|359#*** 

 TELEMETRY Recvd: @@@U_001***DISTANCE***65.5449215995***-0.779236501197*** 

>>>>>> X-Value:  65.5449215995  ;  Y-Value:  -0.779236501197 <<<<<<

X 	 65.544922 	 Y 	 -0.779236

 TELEMETRY Recvd: @@@U_002***107***1626069904.65***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3626763,lon=149.1652229,alt=29.98#location.global_frame|LocationGlobal:lat=-35.3626763,lon=149.1652229,alt=614.0#last_heartbeat|0.9591312#battery|Battery:voltage=12.242,current=26.0,level=85#velocity|[3.15, -0.02, 0.01]#attitude|Attitude:pitch=-0.211000218987,yaw=-0.00384877226315,roll=0.0115483142436#airspeed|3.14999985695#groundspeed|3.14999985695heading|359#*** 

 TELEMETRY Recvd: @@@U_002***DISTANCE***65.17756725***-0.801500399875*** 

>>>>>> X-Value:  65.17756725  ;  Y-Value:  -0.801500399875 <<<<<<

X 	 65.177567 	 Y 	 -0.801500

 TELEMETRY Recvd: @@@U_001***108***1626069905.28***SENSOR|*** 

 TELEMETRY Recvd: @@@U_000***108***1626069905.5***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3626491,lon=149.1652231,alt=29.99#location.global_frame|LocationGlobal:lat=-35.3626491,lon=149.1652231,alt=614.01#last_heartbeat|0.7810196#battery|Battery:voltage=12.242,current=25.84,level=85#velocity|[3.09, -0.02, 0.01]#attitude|Attitude:pitch=-0.192990854383,yaw=-0.00134320289362,roll=0.00963491480798#airspeed|3.15999984741#groundspeed|3.15999984741heading|359#*** 

 TELEMETRY Recvd: @@@U_000***DISTANCE***68.2165895999***-0.790368450536*** 

>>>>>> X-Value:  68.2165895999  ;  Y-Value:  -0.790368450536 <<<<<<

X 	 68.216591 	 Y 	 -0.790368

 TELEMETRY Recvd: @@@U_001***109***1626069905.56***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3626455,lon=149.165223,alt=29.99#location.global_frame|LocationGlobal:lat=-35.3626455,lon=149.165223,alt=614.01#last_heartbeat|0.8428419#battery|Battery:voltage=12.242,current=25.84,level=85#velocity|[3.09, -0.01, 0.01]#attitude|Attitude:pitch=-0.192813023925,yaw=-0.00130536127836,roll=0.00993300415576#airspeed|3.15999984741#groundspeed|3.15999984741heading|359#*** 

 TELEMETRY Recvd: @@@U_001***DISTANCE***68.6062078497***-0.768104551857*** 

>>>>>> X-Value:  68.6062078497  ;  Y-Value:  -0.768104551857 <<<<<<

X 	 68.606209 	 Y 	 -0.768105

 TELEMETRY Recvd: @@@U_002***108***1626069905.7***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.362642,lon=149.1652231,alt=29.99#location.global_frame|LocationGlobal:lat=-35.362642,lon=149.1652231,alt=614.01#last_heartbeat|0.00014259999989#battery|Battery:voltage=12.242,current=26.0,level=85#velocity|[3.12, -0.02, 0.01]#attitude|Attitude:pitch=-0.206949010491,yaw=0.000767220277339,roll=0.00884076673537#airspeed|3.14999985695#groundspeed|3.14999985695heading|0#*** 

 TELEMETRY Recvd: @@@U_002***DISTANCE***68.9958260995***-0.779236501197*** 

>>>>>> X-Value:  68.9958260995  ;  Y-Value:  -0.779236501197 <<<<<<

X 	 68.995827 	 Y 	 -0.779236

 TELEMETRY Recvd: @@@U_000***109***1626069906.54***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3626222,lon=149.1652231,alt=29.99#location.global_frame|LocationGlobal:lat=-35.3626222,lon=149.1652231,alt=614.01#last_heartbeat|0.8465505#battery|Battery:voltage=12.242,current=26.08,level=85#velocity|[3.07, -0.04, 0.01]#attitude|Attitude:pitch=-0.178462132812,yaw=0.000822395144496,roll=0.00672133313492#airspeed|3.11999988556#groundspeed|3.11999988556heading|0#*** 

 TELEMETRY Recvd: @@@U_000***DISTANCE***71.2110841501***-0.790368450536*** 

>>>>>> X-Value:  71.2110841501  ;  Y-Value:  -0.790368450536 <<<<<<

X 	 71.211082 	 Y 	 -0.790368

 TELEMETRY Recvd: @@@U_001***110***1626069906.57***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3626185,lon=149.1652231,alt=29.99#location.global_frame|LocationGlobal:lat=-35.3626185,lon=149.1652231,alt=614.01#last_heartbeat|0.8562929#battery|Battery:voltage=12.242,current=26.17,level=85#velocity|[3.11, -0.04, 0.0]#attitude|Attitude:pitch=-0.186570122838,yaw=0.000895824690815,roll=0.00665718829259#airspeed|3.13999986649#groundspeed|3.139999
============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***110***1626069906.57***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3626185,lon=149.1652231,alt=29.99#location.global_frame|LocationGlobal:lat=-35.3626185,lon=149.1652231,alt=614.01#last_heartbeat|0.8562929#battery|Battery:voltage=12.242,current=26.17,level=85#velocity|[3.11, -0.04, 0.0]#attitude|Attitude:pitch=-0.186570122838,yaw=0.000895824690815,roll=0.00665718829259#airspeed|3.13999986649#groundspeed|3.13999986649heading|0#***     105293***    105315*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***DISTANCE***71.6118343492***-0.756972602518***     105293***    105316*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***109***1626069906.74***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3626151,lon=149.1652231,alt=29.99#location.global_frame|LocationGlobal:lat=-35.3626151,lon=149.1652231,alt=614.01#last_heartbeat|0.0502108000001#battery|Battery:voltage=12.242,current=26.0,level=85#velocity|[2.98, -0.04, 0.01]#attitude|Attitude:pitch=-0.152086317539,yaw=-0.000514106766786,roll=0.0071739833802#airspeed|3.09999990463#groundspeed|3.09999990463heading|359#***     105445***    105457*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***DISTANCE***71.9903206497***-0.779236501197***     105445***    105464*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***541***1626069906.836522***COMMAND:HEARTBEAT_MESSAGE***     105505***    105508*** 
