
============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***440***1626158951.156538***COMMAND:HEARTBEAT_MESSAGE***      45952***     45955*** 

>>>>>> Average Network Delay for command packets: 5.562500 MilliSec.

LteSignalStrength= 0.011517 dBm*** LteSINR= 24280262844865.121094 dBm 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***438***1626158951.15621***COMMAND:HEARTBEAT_MESSAGE***      45952***     45956*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***437***1626158951.155926***COMMAND:HEARTBEAT_MESSAGE***      45952***     45957*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***439***1626158951.156357***COMMAND:HEARTBEAT_MESSAGE***      45952***     45958*** 

WifiSignalStrength= -73.281986 dBm*** WifiNoise= -93.965985 dBm 
#location.global_frame|LocationGlobal:lat=-35.3630752,lon=149.1652362,alt=613.94#last_heartbeat|0.1252281#battery|Battery:voltage=12.193,current=26.75,level=92#velocity|[3.62, -0.03, 0.02]#attitude|Attitude:pitch=-0.298824250698,yaw=-0.00205861404538,roll=-0.00276102102362#airspeed|3.44999980927#groundspeed|3.44999980927heading|359#*** 

 TELEMETRY Recvd: @@@U_002***DISTANCE***20.7054269999***0.645653099635*** 

>>>>>> X-Value:  20.7054269999  ;  Y-Value:  0.645653099635 <<<<<<

X 	 20.705427 	 Y 	 0.645653

 TELEMETRY Recvd: @@@U_003***66***1626158950.39***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3630502,lon=149.1652325,alt=29.95#location.global_frame|LocationGlobal:lat=-35.3630502,lon=149.1652325,alt=613.94#last_heartbeat|0.9072869#battery|Battery:voltage=12.193,current=27.0,level=92#velocity|[4.14, -0.01, 0.03]#attitude|Attitude:pitch=-0.323864638805,yaw=-0.00307702017017,roll=0.00338248326443#airspeed|3.8599998951#groundspeed|3.8599998951heading|359#*** 

 TELEMETRY Recvd: @@@U_003***DISTANCE***23.4884144992***0.233770948777*** 

>>>>>> X-Value:  23.4884144992  ;  Y-Value:  0.233770948777 <<<<<<

X 	 23.488415 	 Y 	 0.233771

 TELEMETRY Recvd: @@@U_001***66***1626158950.42***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3630515,lon=149.165236,alt=29.95#location.global_frame|LocationGlobal:lat=-35.3630515,lon=149.165236,alt=613.94#last_heartbeat|0.951866#battery|Battery:voltage=12.193,current=26.92,level=92#velocity|[4.01, -0.03, 0.03]#attitude|Attitude:pitch=-0.31988966465,yaw=-0.00768269365653,roll=0.00349445617758#airspeed|3.73000001907#groundspeed|3.73000001907heading|359#*** 

 TELEMETRY Recvd: @@@U_001***DISTANCE***23.3436991499***0.612257248454*** 

>>>>>> X-Value:  23.3436991499  ;  Y-Value:  0.612257248454 <<<<<<

X 	 23.343699 	 Y 	 0.612257

 TELEMETRY Recvd: @@@U_000***66***1626158950.45***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3630501,lon=149.1652361,alt=29.95#location.global_frame|LocationGlobal:lat=-35.3630501,lon=149.1652361,alt=613.94#last_heartbeat|0.9641167#battery|Battery:voltage=12.193,current=27.0,level=92#velocity|[4.12, -0.03, 0.03]#attitude|Attitude:pitch=-0.32305714488,yaw=-0.0074880332686,roll=0.0029164920561#airspeed|3.84999990463#groundspeed|3.84999990463heading|359#*** 

 TELEMETRY Recvd: @@@U_000***DISTANCE***23.4995464494***0.623389197793*** 

>>>>>> X-Value:  23.4995464494  ;  Y-Value:  0.623389197793 <<<<<<

X 	 23.499546 	 Y 	 0.623389

 TELEMETRY Recvd: @@@U_002***66***1626158950.64***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3630412,lon=149.165236,alt=29.95#location.global_frame|LocationGlobal:lat=-35.3630412,lon=149.165236,alt=613.94#last_heartbeat|0.1506453#battery|Battery:voltage=12.193,current=27.17,level=92#velocity|[4.26, -0.03, 0.04]#attitude|Attitude:pitch=-0.319114714861,yaw=-0.00537031656131,roll=0.00250351219438#airspeed|4.11999988556#groundspeed|4.11999988556heading|359#*** 

 TELEMETRY Recvd: @@@U_002***DISTANCE***24.4902899999***0.623389197793*** 

>>>>>> X-Value:  24.4902899999  ;  Y-Value:  0.623389197793 <<<<<<

X 	 24.490290 	 Y 	 0.623389

 TELEMETRY Recvd: @@@U_002***67***1626158950.9***SENSOR|*** 

 TELEMETRY Recvd: @@@U_001***67***1626158951.42***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3630057,lon=149.1652359,alt=29.96#location.global_frame|LocationGlobal:lat=-35.3630057,lon=149.1652359,alt=613.95#last_heartbeat|0.9517712#battery|Battery:voltage=12.193,current=26.58,level=92#velocity|[4.35, -0.02, 0.03]#attitude|Attitude:pitch=-0.269656956196,yaw=-0.00464014336467,roll=0.00128695892636#airspeed|4.33999967575#groundspeed|4.33999967575heading|359#*** 

 TELEMETRY Recvd: @@@U_001***DISTANCE***28.4421322494***0.601125299115*** 

>>>>>> X-Value:  28.4421322494  ;  Y-Value:  0.601125299115 <<<<<<

X 	 28.442133 	 Y 	 0.601125

 TELEMETRY Recvd: @@@U_003***67***1626158951.42***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3630036,lon=149.1652324,alt=29.96#location.global_frame|LocationGlobal:
============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***67***1626158951.42***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3630057,lon=149.1652359,alt=29.96#location.global_frame|LocationGlobal:lat=-35.3630057,lon=149.1652359,alt=613.95#last_heartbeat|0.9517712#battery|Battery:voltage=12.193,current=26.58,level=92#velocity|[4.35, -0.02, 0.03]#attitude|Attitude:pitch=-0.269656956196,yaw=-0.00464014336467,roll=0.00128695892636#airspeed|4.33999967575#groundspeed|4.33999967575heading|359#***      46129***     46149*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***67***1626158951.42***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3630036,lon=149.1652324,alt=29.96#location.global_frame|LocationGlobal:lat=-35.3630036,lon=149.1652324,alt=613.95#last_heartbeat|0.9495426#battery|Battery:voltage=12.193,current=26.58,level=92#velocity|[4.39, 0.03, 0.03]#attitude|Attitude:pitch=-0.267309546471,yaw=-0.00112320447806,roll=0.00563040236011#airspeed|4.40000009537#groundspeed|4.40000009537heading|359#***      46129***     46149*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***DISTANCE***28.4421322494***0.601125299115***      46129***     46150*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***DISTANCE***28.6759031997***0.222638999438***      46129***     46150*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***67***1626158951.48***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3630035,lon=149.1652359,alt=29.96#location.global_frame|LocationGlobal:lat=-35.3630035,lon=149.1652359,alt=613.95#last_heartbeat|7.8399999893e-05#battery|Battery:voltage=12.193,current=26.58,level=92#velocity|[4.38, -0.02, 0.03]#attitude|Attitude:pitch=-0.26720649004,yaw=-0.00469382992014,roll=0.00103160098661#airspeed|4.38999986649#groundspeed|4.38999986649heading|359#***      46155***     46171*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***DISTANCE***28.6870351499***0.601125299115***      46155***     46173*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***443***1626158951.657557***COMMAND:HEARTBEAT_MESSAGE***      46270***     46273*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***444***1626158951.657737***COMMAND:HEARTBEAT_MESSAGE***      46270***     46274*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***442***1626158951.657374***COMMAND:HEARTBEAT_MESSAGE***      46270***     46275*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***441***1626158951.6571***COMMAND:HEARTBEAT_MESSAGE***      46270***     46276*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***68***1626158951.68***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3630036,lon=149.1652359,alt=29.96#location.global_frame|LocationGlobal:lat=-35.3630036,lon=149.1652359,alt=613.95#last_heartbeat|0.1506316#battery|Battery:voltage=12.193,current=26.5,level=92#velocity|[4.38, -0.02, 0.03]#attitude|Attitude:pitch=-0.267417609692,yaw=-0.00472816359252,roll=0.00142904242966#airspeed|4.38999986649#groundspeed|4.38999986649heading|359#***      46277***     46290*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***DISTANCE***28.6759031997***0.612257248454***      46277***     46291*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***68***1626158951.89***SENSOR|***      46407***     46426*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***448***1626158952.159197***COMMAND:HEARTBEAT_MESSAGE***      46594***     46597*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***446***1626158952.158803***COMMAND:HEARTBEAT_MESSAGE***      46594***     46598*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***447***1626158952.158996***COMMAND:HEARTBEAT_MESSAGE***      46594***     46599*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***445***1626158952.158501***COMMAND:HEARTBEAT_MESSAGE***      46594***     46600*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***68***1626158952.43***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3629691,lon=149.1652358,alt=29.97#location.global_frame|LocationGlobal:lat=-35.3629691,lon=149.1652358,alt=613.96#last_heartbeat|0.9635532#battery|Battery:voltage=12.193,current=26.5,level=91#velocity|[4.1, -0.02, 0.02]#attitude|Attitude:pitch=-0.227846026421,yaw=0.000998295494355,roll=-0.0013981948141#airspeed|4.19999980927#groundspeed|4.19999980927heading|0#***      46777***     46796*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***DISTANCE***32.5164259495***0.589993349776***      46777***     46797*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***68***1626158952.45***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.362967,lon=149.1652327,alt=29.97#location.global_frame|LocationGlobal:lat=-35.362967,lon=149.1652327,alt=613.96#last_heartbeat|0.97668#battery|Battery:voltage=12.193,current=26.5,level=91#velocity|[4.1, 0.05, 0.02]#attitude|Attitude:pitch=-0.225996464491,yaw=0.00431869598106,roll=0.003378870897#airspeed|4.21999979019#groundspeed|4.21999979019heading|0#***      46787***     46808*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***DISTANCE***32.7501968999***0.256034847455***      46787***     46808*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***69***1626158952.48***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3629669,lon=149.1652357,alt=29.97#location.global_frame|LocationGlobal:lat=-35.3629669,lon=149.1652357,alt=613.96#last_heartbeat|3.91999997191e-05#battery|Battery:voltage=12.193,current=26.5,level=91#velocity|[4.1, -0.02, 0.02]#attitude|Attitude:pitch=-0.225562125444,yaw=0.000964757753536,roll=-0.00165186088998#airspeed|4.21000003815#groundspeed|4.21000003815heading|0#***      46800***     46813*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***DISTANCE***32.7613288492***0.578861400437***      46800***     46815*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***451***1626158952.660293***COMMAND:HEARTBEAT_MESSAGE***      46903***     46906*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***450***1626158952.660097***COMMAND:HEARTBEAT_MESSAGE***      46903***     46907*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***452***1626158952.660508***COMMAND:HEARTBEAT_MESSAGE***      46903***     46909*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***449***1626158952.65979***COMMAND:HEARTBEAT_MESSAGE***      46903***     46910*** 
lat=-35.3630036,lon=149.1652324,alt=613.95#last_heartbeat|0.9495426#battery|Battery:voltage=12.193,current=26.58,level=92#velocity|[4.39, 0.03, 0.03]#attitude|Attitude:pitch=-0.267309546471,yaw=-0.00112320447806,roll=0.00563040236011#airspeed|4.40000009537#groundspeed|4.40000009537heading|359#*** 

 TELEMETRY Recvd: @@@U_003***DISTANCE***28.6759031997***0.222638999438*** 

>>>>>> X-Value:  28.6759031997  ;  Y-Value:  0.222638999438 <<<<<<

X 	 28.675903 	 Y 	 0.222639

 TELEMETRY Recvd: @@@U_000***67***1626158951.48***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3630035,lon=149.1652359,alt=29.96#location.global_frame|LocationGlobal:lat=-35.3630035,lon=149.1652359,alt=613.95#last_heartbeat|7.8399999893e-05#battery|Battery:voltage=12.193,current=26.58,level=92#velocity|[4.38, -0.02, 0.03]#attitude|Attitude:pitch=-0.26720649004,yaw=-0.00469382992014,roll=0.00103160098661#airspeed|4.38999986649#groundspeed|4.38999986649heading|359#*** 

 TELEMETRY Recvd: @@@U_000***DISTANCE***28.6870351499***0.601125299115*** 

>>>>>> X-Value:  28.6870351499  ;  Y-Value:  0.601125299115 <<<<<<

X 	 28.687035 	 Y 	 0.601125

 TELEMETRY Recvd: @@@U_002***68***1626158951.68***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3630036,lon=149.1652359,alt=29.96#location.global_frame|LocationGlobal:lat=-35.3630036,lon=149.1652359,alt=613.95#last_heartbeat|0.1506316#battery|Battery:voltage=12.193,current=26.5,level=92#velocity|[4.38, -0.02, 0.03]#attitude|Attitude:pitch=-0.267417609692,yaw=-0.00472816359252,roll=0.00142904242966#airspeed|4.38999986649#groundspeed|4.38999986649heading|359#*** 

 TELEMETRY Recvd: @@@U_002***DISTANCE***28.6759031997***0.612257248454*** 

>>>>>> X-Value:  28.6759031997  ;  Y-Value:  0.612257248454 <<<<<<

X 	 28.675903 	 Y 	 0.612257

 TELEMETRY Recvd: @@@U_000***68***1626158951.89***SENSOR|*** 

 TELEMETRY Recvd: @@@U_001***68***1626158952.43***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3629691,lon=149.1652358,alt=29.97#location.global_frame|LocationGlobal:lat=-35.3629691,lon=149.1652358,alt=613.96#last_heartbeat|0.9635532#battery|Battery:voltage=12.193,current=26.5,level=91#velocity|[4.1, -0.02, 0.02]#attitude|Attitude:pitch=-0.227846026421,yaw=0.000998295494355,roll=-0.0013981948141#airspeed|4.19999980927#groundspeed|4.19999980927heading|0#*** 

 TELEMETRY Recvd: @@@U_001***DISTANCE***32.5164259495***0.589993349776*** 

>>>>>> X-Value:  32.5164259495  ;  Y-Value:  0.589993349776 <<<<<<

X 	 32.516426 	 Y 	 0.589993

 TELEMETRY Recvd: @@@U_003***68***1626158952.45***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.362967,lon=149.1652327,alt=29.97#location.global_frame|LocationGlobal:lat=-35.362967,lon=149.1652327,alt=613.96#last_heartbeat|0.97668#battery|Battery:voltage=12.193,current=26.5,level=91#velocity|[4.1, 0.05, 0.02]#attitude|Attitude:pitch=-0.225996464491,yaw=0.00431869598106,roll=0.003378870897#airspeed|4.21999979019#groundspeed|4.21999979019heading|0#*** 

 TELEMETRY Recvd: @@@U_003***DISTANCE***32.7501968999***0.256034847455*** 

>>>>>> X-Value:  32.7501968999  ;  Y-Value:  0.256034847455 <<<<<<

X 	 32.750198 	 Y 	 0.256035

 TELEMETRY Recvd: @@@U_000***69***1626158952.48***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3629669,lon=149.1652357,alt=29.97#location.global_frame|LocationGlobal:lat=-35.3629669,lon=149.1652357,alt=613.96#last_heartbeat|3.91999997191e-05#battery|Battery:voltage=12.193,current=26.5,level=91#velocity|[4.1, -0.02, 0.02]#attitude|Attitude:pitch=-0.225562125444,yaw=0.000964757753536,roll=-0.00165186088998#airspeed|4.21000003815#groundspeed|4.21000003815heading|0#*** 

 TELEMETRY Recvd: @@@U_000***DISTANCE***32.7613288492***0.578861400437*** 

>>>>>> X-Value:  32.7613288492  ;  Y-Value:  0.578861400437 <<<<<<

X 	 32.761330 	 Y 	 0.578861

 TELEMETRY Recvd: @@@U_002***69***1626158952.73***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3629582,lon=149.1652357,alt=29.97#location.global_frame|LocationGlobal:lat=-35.3629582,lon=149.1652357,
============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***69***1626158952.73***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3629582,lon=149.1652357,alt=29.97#location.global_frame|LocationGlobal:lat=-35.3629582,lon=149.1652357,alt=613.96#last_heartbeat|0.2554283#battery|Battery:voltage=12.242,current=26.25,level=91#velocity|[3.99, -0.03, 0.02]#attitude|Attitude:pitch=-0.212101951241,yaw=-0.00155503989663,roll=-0.00225335429423#airspeed|4.15000009537#groundspeed|4.15000009537heading|359#***      46941***     46960*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***DISTANCE***33.7298084995***0.589993349776***      46941***     46961*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***69***1626158952.92***SENSOR|***      47067***     47086*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***453***1626158953.161265***COMMAND:HEARTBEAT_MESSAGE***      47228***     47231*** 

>>>>>> Average Network Delay for command packets: 5.625000 MilliSec.

LteSignalStrength= 0.000250 dBm*** LteSINR= 526007664565.586548 dBm 
